CLAVE,NOMBRE,3,4,5,6,7,8,9,10,11,14,17,18,19,20,21,22,23,24,26,28,29,30,31
V01052,MOXITRAL 500 MG CAJA C/10 TABS,148.00,147.80,103.60,81.40,98.67,81.40,96.20,88.80,88.80,103.60,106.56,88.80,74.00,84.36,103.60,96.20,91.76,111.00,66.60,96.20,88.80,81.40,74.00
V01053,NACOFLAR 15 MG CAJA C/10 TABS,34.00,33.80,23.80,18.70,22.67,18.70,22.10,20.40,20.40,23.80,24.48,20.40,17.00,19.38,23.80,22.10,21.08,25.50,15.30,22.10,20.40,18.70,17.00
V01056,NOGRAINE 100 MG CAJA C/2 TABS,128.54,128.34,89.98,70.70,85.70,70.70,83.55,77.12,77.12,89.98,92.55,77.12,64.27,73.27,89.98,83.55,79.69,96.40,57.84,83.55,77.12,70.70,64.27
V01057,NOGRAINE 50 MG CAJA C/2 TABS,70.13,69.93,49.09,38.57,46.76,38.57,45.58,42.08,42.08,49.09,50.49,42.08,35.07,39.97,49.09,45.58,43.48,52.60,31.56,45.58,42.08,38.57,35.07
V01061,PRANIDOL 20 MG CAJA C/24 TABS,31.00,30.80,21.70,17.05,20.67,17.05,20.15,18.60,18.60,21.70,22.32,18.60,15.50,17.67,21.70,20.15,19.22,23.25,13.95,20.15,18.60,17.05,15.50
V01063,PRIMAZEN 10 MG CAJA C/30 TABS,31.00,30.80,21.70,17.05,20.67,17.05,20.15,18.60,18.60,21.70,22.32,18.60,15.50,17.67,21.70,20.15,19.22,23.25,13.95,20.15,18.60,17.05,15.50
V01065,PRIMAZEN 5 MG CAJA C/30 TABS,24.00,23.80,16.80,13.20,16.00,13.20,15.60,14.40,14.40,16.80,17.28,14.40,12.00,13.68,16.80,15.60,14.88,18.00,10.80,15.60,14.40,13.20,12.00
V01070,SIMLO 10 MG CAJA C/20 TABS,124.84,124.64,87.39,68.66,83.23,68.66,81.14,74.90,74.90,87.39,89.88,74.90,62.42,71.16,87.39,81.14,77.40,93.63,56.18,81.14,74.90,68.66,62.42
V01071,SIMLO 20 MG CAJA C/20 TABS,201.23,201.03,140.86,110.68,134.16,110.68,130.80,120.74,120.74,140.86,144.89,120.74,100.62,114.70,140.86,130.80,124.76,150.92,90.55,130.80,120.74,110.68,100.62
V01072,SONAVIC 550 MG CAJA C/12 TABS,72.00,71.80,50.40,39.60,48.00,39.60,46.80,43.20,43.20,50.40,51.84,43.20,36.00,41.04,50.40,46.80,44.64,54.00,32.40,46.80,43.20,39.60,36.00
V01073,SORIFRAN 30 MG CAJA C/10 CAPS,56.00,55.80,39.20,30.80,37.34,30.80,36.40,33.60,33.60,39.20,40.32,33.60,28.00,31.92,39.20,36.40,34.72,42.00,25.20,36.40,33.60,30.80,28.00
V01074,TOFEL 50/500 MG CAJA C/10 TABS,60.00,59.80,42.00,33.00,40.00,33.00,39.00,36.00,36.00,42.00,43.20,36.00,30.00,34.20,42.00,39.00,37.20,45.00,27.00,39.00,36.00,33.00,30.00
V01078,VICNITE 25 MG CAJA C/20 CAPS,44.00,43.80,30.80,24.20,29.33,24.20,28.60,26.40,26.40,30.80,31.68,26.40,22.00,25.08,30.80,28.60,27.28,33.00,19.80,28.60,26.40,24.20,22.00
V01079,VICNITE 50 MG CAJA C/20 CAPS,64.00,63.80,44.80,35.20,42.67,35.20,41.60,38.40,38.40,44.80,46.08,38.40,32.00,36.48,44.80,41.60,39.68,48.00,28.80,41.60,38.40,35.20,32.00
V01082,VICZEN 600 MG CAJA C/20 TABS,46.00,45.80,32.20,25.30,30.67,25.30,29.90,27.60,27.60,32.20,33.12,27.60,23.00,26.22,32.20,29.90,28.52,34.50,20.70,29.90,27.60,25.30,23.00
V01083,VICZEN 800 MG CAJA C/20 TABS,58.00,57.80,40.60,31.90,38.67,31.90,37.70,34.80,34.80,40.60,41.76,34.80,29.00,33.06,40.60,37.70,35.96,43.50,26.10,37.70,34.80,31.90,29.00
V01085,VIDAXIL 0.250 MG CAJA C/20 TABS,33.44,33.24,23.41,18.39,22.30,18.39,21.74,20.07,20.07,23.41,24.08,20.07,16.72,19.06,23.41,21.74,20.73,25.08,15.05,21.74,20.07,18.39,16.72
V01089,VIZIMOX 500 MG CAJA C/12 CAPS,60.74,60.54,42.52,33.41,40.50,33.41,39.48,36.44,36.44,42.52,43.73,36.44,30.37,34.62,42.52,39.48,37.66,45.56,27.33,39.48,36.44,33.41,30.37
V01092,XIDOR 2 MG CAJA C/24 TABS,138.55,138.35,96.98,76.20,92.37,76.20,90.06,83.13,83.13,96.98,99.75,83.13,69.27,78.97,96.98,90.06,85.90,103.91,62.35,90.06,83.13,76.20,69.27
V01093,XIDOR 4 MG CAJA C/20 TABS,152.88,152.68,107.02,84.08,101.93,84.08,99.37,91.73,91.73,107.02,110.07,91.73,76.44,87.14,107.02,99.37,94.79,114.66,68.80,99.37,91.73,84.08,76.44
V01094,ZUPAREX 20 MG CAJA C/20 CAPS,38.00,37.80,26.60,20.90,25.33,20.90,24.70,22.80,22.80,26.60,27.36,22.80,19.00,21.66,26.60,24.70,23.56,28.50,17.10,24.70,22.80,20.90,19.00
V01095,FLUATRON 150 MG CAJA C/10 CAPS,104.00,103.80,72.80,57.20,69.34,57.20,67.60,62.40,62.40,72.80,74.88,62.40,52.00,59.28,72.80,67.60,64.48,78.00,46.80,67.60,62.40,57.20,52.00
V01098,FLUATRON 100 MG CAJA C/10 CAPS,66.88,66.68,46.82,36.79,44.59,36.79,43.47,40.13,40.13,46.82,48.16,40.13,33.44,38.12,46.82,43.47,41.47,50.16,30.10,43.47,40.13,36.79,33.44
V01101,CLORTORY 500 MG CAJA C/16 TABS,92.00,91.80,64.40,50.60,61.34,50.60,59.80,55.20,55.20,64.40,66.24,55.20,46.00,52.44,64.40,59.80,57.04,69.00,41.40,59.80,55.20,50.60,46.00
V01102,VEROLAK 10 MG CAJA C/10 TABS,30.00,29.80,21.00,16.50,20.00,16.50,19.50,18.00,18.00,21.00,21.60,18.00,15.00,17.10,21.00,19.50,18.60,22.50,13.50,19.50,18.00,16.50,15.00
